Date,Day,Check-In,Check-Out,Total,Task,Task Extra 1,Task Extra 2,Task Extra 3,Task Extra 4,Client,Work unit notes
08.03.2023,Wed,00:00,00:17,00:17,"샤워 준비, 실행, 뒤처리 등",생활,씻기,,,,
08.03.2023,Wed,00:17,00:19,00:02,"이불 깔기, 이불 커버 베갯닛 씌우기, 잘 준비, 알람 설정",수면,수면 준비,,,,
08.03.2023,Wed,00:19,00:45,00:26,"이준석 인터뷰, 강연, 방송 시청",,,,,,
08.03.2023,Wed,00:45,01:05,00:20,김영삼 인터뷰 등 관련 영상 등 시청,,,,,,
08.03.2023,Wed,01:05,01:13,00:08,물건 찾기,,,,,문기옥,
08.03.2023,Wed,01:13,01:36,00:23,"연락처, 전화 번호 등 찾기",,,,,,
08.03.2023,Wed,01:36,01:40,00:04,인터넷 서핑,여가,인터넷 서핑,,,,
08.03.2023,Wed,01:40,01:52,00:12,무한도전 시청,,,,,,
08.03.2023,Wed,01:52,05:45,03:53,잠,잠,잠,,,,
08.03.2023,Wed,05:45,05:55,00:10,"수강 신청, 계획 등",,,,,,
08.03.2023,Wed,05:55,05:57,00:02,"식사 탐색, 준비, 식사, 뒤처리",생활,식사,,,,
08.03.2023,Wed,05:57,06:01,00:04,"과일 준비, 먹기, 뒤처리",식사,과일,,,,
08.03.2023,Wed,06:01,06:27,00:26,"식사 탐색, 준비, 식사, 뒤처리",생활,식사,,,,
08.03.2023,Wed,06:27,06:43,00:16,대화,,,,,,
08.03.2023,Wed,06:43,06:45,00:02,"식사 탐색, 준비, 식사, 뒤처리",생활,식사,,,,
08.03.2023,Wed,06:45,07:09,00:24,"샤워 준비, 실행, 뒤처리 등",생활,씻기,,,,
08.03.2023,Wed,07:09,07:14,00:05,양치질,생활,양치질,,,,
08.03.2023,Wed,07:14,07:19,00:05,"이동 준비, 이동 등",생활,이동,,,,
08.03.2023,Wed,07:19,07:31,00:12,"이동 준비, 이동 등",생활,이동,,,,
08.03.2023,Wed,07:31,07:46,00:15,책 이준석의 거부할 수 없는 미래 (이준석),,,,,,
08.03.2023,Wed,07:46,07:48,00:02,"이동 준비, 이동 등",생활,이동,,,,
08.03.2023,Wed,07:48,08:09,00:21,책 이준석의 거부할 수 없는 미래 (이준석),,,,,,
08.03.2023,Wed,08:09,08:12,00:03,"이동 준비, 이동 등",생활,이동,,,,
08.03.2023,Wed,08:12,08:21,00:09,책 이준석의 거부할 수 없는 미래 (이준석),,,,,,
08.03.2023,Wed,08:21,08:26,00:05,"이동 준비, 이동 등",생활,이동,,,,
08.03.2023,Wed,08:26,08:38,00:12,책 이준석의 거부할 수 없는 미래 (이준석),,,,,,
08.03.2023,Wed,08:38,08:48,00:10,"이동 준비, 이동 등",생활,이동,,,,
08.03.2023,Wed,08:48,08:50,00:02,"공부 자리 준비, 정리, 사용 앱 등 환경 설정, 다음 공부 강의 재생 등 준비",행정,자리 정리,,,,
08.03.2023,Wed,08:50,09:01,00:11,책 이준석의 거부할 수 없는 미래 (이준석),,,,,,
08.03.2023,Wed,09:01,10:16,01:15,"반도체 공학 I (유현용 교수님) 수강, 수험, 행정 등",,,,,,
08.03.2023,Wed,10:16,10:20,00:04,"이동 준비, 이동 등",생활,이동,,,,
08.03.2023,Wed,10:20,10:22,00:02,"일상 계획, 일정 조정, 기록, 수정, 조회, 일일 예결산 등",행정,"일상 계획, 조정, 결산",,,,
08.03.2023,Wed,10:22,10:23,00:01,"학사 정보, 공지사항 확인 및 행정 등",,,,,문기옥,
08.03.2023,Wed,10:23,11:13,00:50,책 이준석의 거부할 수 없는 미래 (이준석),,,,,,
08.03.2023,Wed,11:13,11:16,00:03,화장실,생활,화장실,,,,
08.03.2023,Wed,11:16,11:27,00:11,화장실,생활,화장실,,,,
08.03.2023,Wed,11:27,11:35,00:08,인터넷 커뮤니티 고파스 서핑,,,,,,
08.03.2023,Wed,11:35,11:44,00:09,책 이준석의 거부할 수 없는 미래 (이준석),,,,,,
08.03.2023,Wed,11:44,11:49,00:05,"이동 준비, 이동 등",생활,이동,,,,
08.03.2023,Wed,11:49,11:52,00:03,"전자장 (전상근 교수님) 수강, 수험, 행정 등",,,,,,
08.03.2023,Wed,11:52,12:00,00:08,책 이준석의 거부할 수 없는 미래 (이준석),,,,,,
08.03.2023,Wed,12:00,13:17,01:17,"전자장 (전상근 교수님) 수강, 수험, 행정 등",,,,,,
08.03.2023,Wed,13:17,13:24,00:07,"이동 준비, 이동 등",생활,이동,,,,
08.03.2023,Wed,13:24,13:43,00:19,"식사 탐색, 준비, 식사, 뒤처리",생활,식사,,,,
08.03.2023,Wed,13:43,13:48,00:05,"이동 준비, 이동 등",생활,이동,,,,
08.03.2023,Wed,13:48,13:53,00:05,화장실,생활,화장실,,,,
08.03.2023,Wed,13:53,13:55,00:02,"공부 자리 준비, 정리, 사용 앱 등 환경 설정, 다음 공부 강의 재생 등 준비",행정,자리 정리,,,,
08.03.2023,Wed,13:55,14:01,00:06,책 이준석의 거부할 수 없는 미래 (이준석),,,,,,
08.03.2023,Wed,14:01,15:07,01:06,"전력공학I (이병준 교수님) 수강, 수험, 행정 등",,,,,,
08.03.2023,Wed,15:07,15:15,00:08,대화,,,,,,
08.03.2023,Wed,15:15,15:18,00:03,"이동 준비, 이동 등",생활,이동,,,,
08.03.2023,Wed,15:18,15:21,00:03,화장실,생활,화장실,,,,
08.03.2023,Wed,15:21,15:26,00:05,책 이준석의 거부할 수 없는 미래 (이준석),,,,,,
08.03.2023,Wed,15:26,15:28,00:02,"카카오톡, 밴드 등 메시지 작성, 검토, 전송, 확인, 사후 재검토 등",행정,카카오톡 전송,,,,
08.03.2023,Wed,15:28,15:30,00:02,"수강 신청, 계획 등",,,,,,
08.03.2023,Wed,15:30,15:33,00:03,책 이준석의 거부할 수 없는 미래 (이준석),,,,,,
08.03.2023,Wed,15:33,16:50,01:17,"RF공학 (전상근 교수님) 수강, 수험, 행정 등",,,,,,
08.03.2023,Wed,16:50,16:56,00:06,"이동 준비, 이동 등",생활,이동,,,,
08.03.2023,Wed,16:56,16:58,00:02,"카카오톡, 밴드 등 메시지 작성, 검토, 전송, 확인, 사후 재검토 등",행정,카카오톡 전송,,,,
08.03.2023,Wed,16:58,16:59,00:01,"공부 자리 준비, 정리, 사용 앱 등 환경 설정, 다음 공부 강의 재생 등 준비",행정,자리 정리,,,,
08.03.2023,Wed,16:59,17:00,00:01,"이동 준비, 이동 등",생활,이동,,,,
08.03.2023,Wed,17:00,17:02,00:02,"사물함 관련 행정, 정리 등",,,,,,
08.03.2023,Wed,17:02,17:03,00:01,"이동 준비, 이동 등",생활,이동,,,,
08.03.2023,Wed,17:03,17:05,00:02,화장실,생활,화장실,,,,
08.03.2023,Wed,17:05,17:09,00:04,화장실,생활,화장실,,,,
08.03.2023,Wed,17:09,17:24,00:15,"국민의힘 당 대표, 최고위원 선출 전당대회 연설, 토론 시청",,,,,,
08.03.2023,Wed,17:24,17:27,00:03,"이동 준비, 이동 등",생활,이동,,,,
08.03.2023,Wed,17:27,17:40,00:13,"수강 신청, 계획 등",,,,,,
08.03.2023,Wed,17:40,17:42,00:02,"이동 준비, 이동 등",생활,이동,,,,
08.03.2023,Wed,17:42,17:48,00:06,"수강 신청, 계획 등",,,,,,
08.03.2023,Wed,17:48,18:17,00:29,"이동 준비, 이동 등",생활,이동,,,,
08.03.2023,Wed,18:17,20:14,01:57,"수강 신청, 계획 등",,,,,,
08.03.2023,Wed,20:14,20:19,00:05,"이동 준비, 이동 등",생활,이동,,,,
08.03.2023,Wed,20:19,20:24,00:05,"수강 신청, 계획 등",,,,,,
08.03.2023,Wed,20:24,20:30,00:06,"이동 준비, 이동 등",생활,이동,,,,
08.03.2023,Wed,20:30,20:36,00:06,"수강 신청, 계획 등",,,,,,
08.03.2023,Wed,20:36,20:37,00:01,"이동 준비, 이동 등",생활,이동,,,,
08.03.2023,Wed,20:37,20:49,00:12,"수강 신청, 계획 등",,,,,,
08.03.2023,Wed,20:49,20:51,00:02,"이동 준비, 이동 등",생활,이동,,,,
08.03.2023,Wed,20:51,21:13,00:22,"수강 신청, 계획 등",,,,,,
08.03.2023,Wed,21:13,21:17,00:04,"이동 준비, 이동 등",생활,이동,,,,
08.03.2023,Wed,21:17,21:31,00:14,"수강 신청, 계획 등",,,,,,
08.03.2023,Wed,21:31,21:51,00:20,"이동 준비, 이동 등",생활,이동,,,,
08.03.2023,Wed,21:51,22:03,00:12,"스마트폰, 태블릿 관리, 앱 설치, 설정 등",행정,스마트폰 관리,,,,
08.03.2023,Wed,22:03,22:07,00:04,"수강 신청, 계획 등",,,,,,
08.03.2023,Wed,22:07,22:16,00:09,"스마트폰, 태블릿 관리, 앱 설치, 설정 등",행정,스마트폰 관리,,,,
08.03.2023,Wed,22:16,22:19,00:03,"카카오톡, 밴드 등 메시지 작성, 검토, 전송, 확인, 사후 재검토 등",행정,카카오톡 전송,,,,
08.03.2023,Wed,22:19,22:30,00:11,"수강 신청, 계획 등",,,,,,
08.03.2023,Wed,22:30,22:54,00:24,"식사 탐색, 준비, 식사, 뒤처리",생활,식사,,,,
08.03.2023,Wed,22:54,23:09,00:15,"과일 준비, 먹기, 뒤처리",식사,과일,,,,
08.03.2023,Wed,23:09,23:11,00:02,Project Open,,,,,문기옥,
08.03.2023,Wed,23:11,23:14,00:03,인터넷 커뮤니티 고파스 서핑,,,,,,
08.03.2023,Wed,23:14,23:18,00:04,Duolingo 스페인어 (<-영어),공부,스페인어,,,,
08.03.2023,Wed,23:18,23:40,00:22,"수강 신청, 계획 등",,,,,,
08.03.2023,Wed,23:40,23:42,00:02,"수강 신청, 계획 등",,,,,,
08.03.2023,Wed,23:42,23:47,00:05,씻기 닦기,생활,"씻기, 닦기",,,,
08.03.2023,Wed,23:47,23:56,00:09,양치질,생활,양치질,,,,
08.03.2023,Wed,23:56,23:58,00:02,"이불 깔기, 이불 커버 베갯닛 씌우기, 잘 준비, 알람 설정",수면,수면 준비,,,,
08.03.2023,Wed,23:58,00:00,00:02,"수강 신청, 계획 등",,,,,,
