Date,Day,Check-In,Check-Out,Total,Task,Task Extra 1,Task Extra 2,Task Extra 3,Task Extra 4,Client,Work unit notes
13.03.2023,Mon,00:00,04:39,04:39,잠,잠,잠,,,,
13.03.2023,Mon,04:39,04:40,00:01,"카카오톡, 밴드 등 메시지 작성, 검토, 전송, 확인, 사후 재검토 등",행정,카카오톡 전송,,,,
13.03.2023,Mon,04:40,04:43,00:03,"국내 언론 기사, 지면 인터뷰, 연재물 등 확인",정보,언론,,,,
13.03.2023,Mon,04:43,04:44,00:01,"일상 계획, 일정 조정, 기록, 수정, 조회, 일일 예결산 등",행정,"일상 계획, 조정, 결산",,,,
13.03.2023,Mon,04:44,05:08,00:24,"샤워 준비, 실행, 뒤처리 등",생활,씻기,,,,
13.03.2023,Mon,05:08,05:10,00:02,"식사 탐색, 준비, 식사, 뒤처리",생활,식사,,,,
13.03.2023,Mon,05:10,05:15,00:05,"과일 준비, 먹기, 뒤처리",식사,과일,,,,
13.03.2023,Mon,05:15,05:40,00:25,"식사 탐색, 준비, 식사, 뒤처리",생활,식사,,,,
13.03.2023,Mon,05:40,05:48,00:08,양치질,생활,양치질,,,,
13.03.2023,Mon,05:48,05:56,00:08,"이동 준비, 이동 등",생활,이동,,,,
13.03.2023,Mon,05:56,06:11,00:15,"이동 준비, 이동 등",생활,이동,,,,
13.03.2023,Mon,06:11,06:22,00:11,고전음악감상실 세미나 준비 등,,,,,,
13.03.2023,Mon,06:22,06:24,00:02,"이동 준비, 이동 등",생활,이동,,,,
13.03.2023,Mon,06:24,06:49,00:25,고전음악감상실 세미나 준비 등,,,,,,
13.03.2023,Mon,06:49,06:53,00:04,"이동 준비, 이동 등",생활,이동,,,,
13.03.2023,Mon,06:53,06:55,00:02,고전음악감상실 세미나 준비 등,,,,,,
13.03.2023,Mon,06:55,06:56,00:01,"이동 준비, 이동 등",생활,이동,,,,
13.03.2023,Mon,06:56,07:03,00:07,"비일상품 구매, 탐색, 행정 처리",,,,,,
13.03.2023,Mon,07:03,07:07,00:04,"이동 준비, 이동 등",생활,이동,,,,
13.03.2023,Mon,07:07,07:15,00:08,"비일상품 구매, 탐색, 행정 처리",,,,,,
13.03.2023,Mon,07:15,07:24,00:09,"이동 준비, 이동 등",생활,이동,,,,
13.03.2023,Mon,07:24,07:26,00:02,화장실,생활,화장실,,,,
13.03.2023,Mon,07:26,07:28,00:02,"공부 자리 준비, 정리, 사용 앱 등 환경 설정, 다음 공부 강의 재생 등 준비",행정,자리 정리,,,,
13.03.2023,Mon,07:28,08:10,00:42,고전음악감상실 세미나 준비 등,,,,,,
13.03.2023,Mon,08:10,08:43,00:33,1부 샬롬 찬양대 행정 등,,,,,문기옥,
13.03.2023,Mon,08:43,08:49,00:06,"이동 준비, 이동 등",생활,이동,,,,
13.03.2023,Mon,08:49,08:55,00:06,1부 샬롬 찬양대 행정 등,,,,,문기옥,
13.03.2023,Mon,08:55,10:19,01:24,"반도체 공학 I (유현용 교수님) 수강, 수험, 행정 등",,,,,,
13.03.2023,Mon,10:19,10:25,00:06,"이동 준비, 이동 등",생활,이동,,,,
13.03.2023,Mon,10:25,10:26,00:01,화장실,생활,화장실,,,,
13.03.2023,Mon,10:26,10:28,00:02,"공부 자리 준비, 정리, 사용 앱 등 환경 설정, 다음 공부 강의 재생 등 준비",행정,자리 정리,,,,
13.03.2023,Mon,10:28,10:31,00:03,도서 책 정보 수집 및 구입 대출 등,정보,"책 정보 수집, 구입, 대출 등",,,,
13.03.2023,Mon,10:31,10:46,00:15,고전음악감상실 세미나 준비 등,,,,,,
