Date,Day,Check-In,Check-Out,Total,Task,Task Extra 1,Task Extra 2,Task Extra 3,Task Extra 4,Client,Work unit notes
12.03.2023,Sun,00:00,00:05,00:05,무한도전 시청,,,,,,
12.03.2023,Sun,00:05,00:25,00:20,무한도전 시청,,,,,,
12.03.2023,Sun,00:25,04:46,04:21,잠,잠,잠,,,,
12.03.2023,Sun,04:46,04:52,00:06,인터넷 커뮤니티 고파스 서핑,,,,,,
12.03.2023,Sun,04:52,04:57,00:05,화장실,생활,화장실,,,,
12.03.2023,Sun,04:57,05:15,00:18,"식사 탐색, 준비, 식사, 뒤처리",생활,식사,,,,
12.03.2023,Sun,05:15,05:21,00:06,"과일 준비, 먹기, 뒤처리",식사,과일,,,,
12.03.2023,Sun,05:21,05:45,00:24,"샤워 준비, 실행, 뒤처리 등",생활,씻기,,,,
12.03.2023,Sun,05:45,05:50,00:05,"이동 준비, 이동 등",생활,이동,,,,
12.03.2023,Sun,05:50,06:03,00:13,"이동 준비, 이동 등",생활,이동,,,,
12.03.2023,Sun,06:03,06:16,00:13,Duolingo 스페인어 (<-영어),공부,스페인어,,,,
12.03.2023,Sun,06:16,06:39,00:23,"이동 준비, 이동 등",생활,이동,,,,
12.03.2023,Sun,06:39,08:10,01:31,"주일 1부 아침 예배, 준비",,,,,,
12.03.2023,Sun,08:10,08:11,00:01,"주일 1부 아침 예배, 준비",,,,,,
12.03.2023,Sun,08:11,08:29,00:18,"이동 준비, 이동 등",생활,이동,,,,
12.03.2023,Sun,08:29,08:31,00:02,화장실,생활,화장실,,,,
12.03.2023,Sun,08:31,08:38,00:07,화장실,생활,화장실,,,,
12.03.2023,Sun,08:38,08:41,00:03,"이동 준비, 이동 등",생활,이동,,,,
12.03.2023,Sun,08:41,11:06,02:25,시험 법학적성시험 LEET 추리논증 공부,,,,,문기옥,
12.03.2023,Sun,11:06,11:09,00:03,"이동 준비, 이동 등",생활,이동,,,,
12.03.2023,Sun,11:09,11:10,00:01,화장실,생활,화장실,,,,
12.03.2023,Sun,11:10,11:12,00:02,"이동 준비, 이동 등",생활,이동,,,,
12.03.2023,Sun,11:12,11:31,00:19,"식사 탐색, 준비, 식사, 뒤처리",생활,식사,,,,
12.03.2023,Sun,11:31,11:33,00:02,"이동 준비, 이동 등",생활,이동,,,,
12.03.2023,Sun,11:33,11:34,00:01,화장실,생활,화장실,,,,
12.03.2023,Sun,11:34,11:37,00:03,"이동 준비, 이동 등",생활,이동,,,,
12.03.2023,Sun,11:37,11:39,00:02,"물 마시기, 준비 등",행정,"물 준비, 마시기",,,,
12.03.2023,Sun,11:39,11:40,00:01,"이동 준비, 이동 등",생활,이동,,,,
12.03.2023,Sun,11:40,11:49,00:09,시험 법학적성시험 LEET 추리논증 공부,,,,,문기옥,
12.03.2023,Sun,11:49,11:51,00:02,"이동 준비, 이동 등",생활,이동,,,,
12.03.2023,Sun,11:51,12:04,00:13,라디오/유튜브 시사 정치인싸 시청,정보,정치,,,,
12.03.2023,Sun,12:04,12:06,00:02,화장실,생활,화장실,,,,
12.03.2023,Sun,12:06,12:07,00:01,"이동 준비, 이동 등",생활,이동,,,,
12.03.2023,Sun,12:07,12:42,00:35,시험 법학적성시험 LEET 추리논증 공부,,,,,문기옥,
